architecture,architecture_id,noise_case,noise_std,noise_std_percent,model_type,mse_all_mean,mse_all_std,rmse_all_mean,rmse_all_std,mse_O2X_mean,mse_O2X_std,rmse_O2X_mean,rmse_O2X_std,mse_O2plus_mean,mse_O2plus_std,rmse_O2plus_mean,rmse_O2plus_std,mse_ne_mean,mse_ne_std,rmse_ne_mean,rmse_ne_std,phys_rmse_P_mean,phys_rmse_P_std,phys_rmse_I_mean,phys_rmse_I_std,phys_rmse_ne_mean,phys_rmse_ne_std,projection_failures_mean,projection_failures_std,resampled_impossible_values_mean,resampled_impossible_values_std,outside_domain_fraction_any_mean,outside_domain_fraction_any_std,outside_domain_fraction_P_mean,outside_domain_fraction_P_std,outside_domain_fraction_I_mean,outside_domain_fraction_I_std,outside_domain_fraction_R_mean,outside_domain_fraction_R_std,actual_abs_noise_mean_P_percent_mean,actual_abs_noise_mean_P_percent_std,actual_abs_noise_mean_I_percent_mean,actual_abs_noise_mean_I_percent_std,actual_abs_noise_mean_R_percent_mean,actual_abs_noise_mean_R_percent_std,n_valid_mean,n_valid_std
"[30, 30, 30]",30_30_30,P_only,0.1,10.0,NN_projection,0.0039073803122961805,0.0001248268760699987,0.06250150334036322,0.0009959879996883718,0.006326364478797997,0.0005080089540578926,0.07947627148886388,0.0032260043766731933,0.0017320491458829245,3.7386140694399555e-05,0.041615580504736176,0.000450269085333515,0.0013273108225687574,3.9275017913249124e-05,0.036428440353934374,0.0005424660538521382,2.4265840263446137e-06,1.908897500414392e-08,1.3451492582417342e-09,1.5053497143366833e-10,0.007968147551225251,0.00017817342055335457,0.0,0.0,0.0,0.0,0.0315,0.009395469855263737,0.0315,0.009395469855263737,0.0,0.0,0.0,0.0,7.993655614048701,0.2555482754771053,0.0,0.0,0.0,0.0,300.0,0.0
"[30, 30, 30]",30_30_30,R_only,0.005,0.5,NN,0.0029260504687040703,4.8824508324952e-06,0.054092961960768536,4.513156111197414e-05,0.0006119671783970935,2.2595597852156487e-06,0.024737930353879004,4.565550321651504e-05,0.0037173686273593827,1.8080366952153616e-05,0.06097005613870843,0.00014825938197027535,0.003915754631263707,1.8159576812931186e-05,0.06257583104764523,0.00014509510589304992,0.027539294442446648,2.0874843436571785e-05,0.26243433257496,0.0008827482964559168,0.007501997397532793,4.23554673906967e-05,0.0,0.0,0.0,0.0,0.005,0.003973597071195131,0.0,0.0,0.0,0.0,0.005,0.003973597071195131,0.0,0.0,0.0,0.0,0.39968278070243507,0.012777413773855254,300.0,0.0
"[30, 30, 30]",30_30_30,R_only,0.005,0.5,NN_projection,0.0026835859391022656,4.359659974740831e-06,0.05180332283971728,4.2075950013625255e-05,0.00022809624473677263,9.984418702535609e-07,0.015102821176203377,3.304313600994687e-05,0.00169826175551222,2.3080786110011016e-05,0.0412090656931361,0.0002803385378502492,0.0013091704694831183,2.0898396784245124e-05,0.03618136383843519,0.000289064323369086,2.4307875124169326e-06,3.967075494692361e-09,1.2464885055273981e-09,7.470993644347179e-11,0.007897879125485419,5.792802283888087e-05,0.0,0.0,0.0,0.0,0.005,0.003973597071195131,0.0,0.0,0.0,0.0,0.005,0.003973597071195131,0.0,0.0,0.0,0.0,0.39968278070243507,0.012777413773855254,300.0,0.0
"[30, 30, 30]",30_30_30,R_only,0.01,1.0,NN,0.0029420344208231663,9.848661396419072e-06,0.05424045160406139,9.078958113817961e-05,0.0006148085714752804,4.4528929319573565e-06,0.024795179411319708,8.973314676882317e-05,0.003740751658692195,3.635594126414932e-05,0.061160998776675725,0.0002971572889645814,0.003938096028947113,3.666772710383201e-05,0.06275360513836079,0.00029212665928359124,0.02755062830542389,4.144107173251029e-05,0.2627366374752938,0.0017582831989022521,0.0075188257167143595,8.500395556702286e-05,0.0,0.0,0.0,0.0,0.007833333333333335,0.004086062460700833,0.0,0.0,0.0,0.0,0.007833333333333335,0.004086062460700833,0.0,0.0,0.0,0.0,0.7993655614048701,0.025554827547710508,300.0,0.0
"[30, 30, 30]",30_30_30,R_only,0.01,1.0,NN_projection,0.0026997757338530835,8.825122260006817e-06,0.05195930027151894,8.490953213669907e-05,0.0002297994913392447,2.006882953807966e-06,0.015159001796979526,6.614066681362316e-05,0.0017252294393926126,4.63415859054358e-05,0.04153230621816638,0.0005591154603204026,0.0013333458657974434,4.2126697439496546e-05,0.03651066201768692,0.0005780409998911145,2.4307995823775015e-06,7.91546232330021e-09,1.2728375058681042e-09,8.368384991163835e-11,0.00791997647484214,0.0001157618754364565,0.0,0.0,0.0,0.0,0.007833333333333335,0.004086062460700833,0.0,0.0,0.0,0.0,0.007833333333333335,0.004086062460700833,0.0,0.0,0.0,0.0,0.7993655614048701,0.025554827547710508,300.0,0.0
"[30, 30, 30]",30_30_30,R_only,0.02,2.0,NN,0.0030027017834953337,2.0360197081960907e-05,0.05479661486078764,0.00018576525605758335,0.0006239585796503786,8.637781126072579e-06,0.02497859605912717,0.00017265287759602414,0.0038263771484856727,7.408137658675584e-05,0.061854965858202826,0.0005985483898441039,0.004020472531978741,7.517291373680277e-05,0.0634045651682403,0.0005926282273948478,0.027581205787584967,8.216322985843505e-05,0.2640853945210802,0.003517792631473184,0.00756401766967086,0.0001722648782063246,0.0,0.0,0.0,0.0,0.012333333333333333,0.005197840307247725,0.0,0.0,0.0,0.0,0.012333333333333333,0.005197840307247725,0.0,0.0,0.0,0.0,1.5987311228097403,0.051109655095421015,300.0,0.0
"[30, 30, 30]",30_30_30,R_only,0.02,2.0,NN_projection,0.0027616509984109442,1.839105418699166e-05,0.052551136359522486,0.0001749157205100007,0.00023635743174795512,4.0591632700892315e-06,0.015373384050630054,0.00013176765751470124,0.0018213445994679927,9.391352636034166e-05,0.04266360802256876,0.0011055600936316708,0.0014216329674964392,8.600154868754099e-05,0.03768800586819728,0.0011457845738395399,2.432598959546003e-06,1.5745806725047866e-08,1.283821276382059e-09,1.0555719541518068e-10,0.00797775267568135,0.0002329991814394551,0.0,0.0,0.0,0.0,0.012333333333333333,0.005197840307247725,0.0,0.0,0.0,0.0,0.012333333333333333,0.005197840307247725,0.0,0.0,0.0,0.0,1.5987311228097403,0.051109655095421015,300.0,0.0
"[30, 30, 30]",30_30_30,R_only,0.05,5.0,NN,0.0034162881310977585,6.098740151414538e-05,0.05844681415527323,0.0005211790244101255,0.0006796032864982997,1.9872374151095613e-05,0.026066574452942925,0.00037972675422808135,0.004395887854728337,0.00020713720110211058,0.06628406177631502,0.0015596926694539084,0.004570444092168606,0.00021219476442392734,0.06758780146135937,0.0015671582691286112,0.027726473658409127,0.0002037928383740369,0.27445010114164897,0.009491916893276397,0.007798193577214315,0.0004576271346503187,0.0,0.0,0.0,0.0,0.03133333333333334,0.008611158271895004,0.0,0.0,0.0,0.0,0.03133333333333334,0.008611158271895004,0.0,0.0,0.0,0.0,3.9968278070243506,0.12777413773855265,300.0,0.0
"[30, 30, 30]",30_30_30,R_only,0.05,5.0,NN_projection,0.003186649917759648,5.6200439849166676e-05,0.05644833958722536,0.0004972298048968095,0.0002814011911013034,1.0965659471697605e-05,0.016772016292665247,0.0003255126804464721,0.0024583204407340664,0.00025433041189755343,0.04951709829491639,0.002590959421091218,0.002017593493574491,0.00023727797146667036,0.04484221864306603,0.002669303229003924,2.4523466118521135e-06,3.8989475681090764e-08,1.3176684092773182e-09,1.5657286283617185e-10,0.008267613837093636,0.0006013798353795757,0.0,0.0,0.0,0.0,0.03133333333333334,0.008611158271895004,0.0,0.0,0.0,0.0,0.03133333333333334,0.008611158271895004,0.0,0.0,0.0,0.0,3.9968278070243506,0.12777413773855265,300.0,0.0
"[30, 30, 30]",30_30_30,R_only,0.1,10.0,NN,0.004924936832040332,0.0001936612617907075,0.07016507170716559,0.0013763201771943801,0.0008704681855831641,3.677214763041841e-05,0.0294975188062494,0.0006194818362122848,0.006475691155581808,0.0005668773314923594,0.08039896049241593,0.0035091320445448317,0.0065822951332988365,0.0005778877767004773,0.0810576893060623,0.0035461079718636336,0.02811132063673648,0.0004055590772447757,0.31593884006597656,0.023843313522385202,0.008538699304777797,0.0010573667783443346,0.0,0.0,0.0,0.0,0.05466666666666666,0.0105075856753655,0.0,0.0,0.0,0.0,0.05466666666666666,0.0105075856753655,0.0,0.0,0.0,0.0,7.993655614048701,0.2555482754771053,300.0,0.0
"[30, 30, 30]",30_30_30,R_only,0.1,10.0,NN_projection,0.004756286870977209,0.0001803665917253984,0.06895410440446165,0.0013051947851450679,0.0004471614336517359,2.912344409295421e-05,0.021135513647700367,0.0006893906535999798,0.004859708945614312,0.0006749657970471527,0.06954942072042855,0.004876044888521841,0.004296360697307987,0.0006474791774225942,0.06536727698557764,0.0049714761970305835,2.5351244908004616e-06,8.08663800130588e-08,1.3163324732821958e-09,1.424897165176266e-10,0.009153378250389572,0.0013030089063896574,0.0,0.0,0.0,0.0,0.05466666666666666,0.0105075856753655,0.0,0.0,0.0,0.0,0.05466666666666666,0.0105075856753655,0.0,0.0,0.0,0.0,7.993655614048701,0.2555482754771053,300.0,0.0
"[30, 30, 30]",30_30_30,clean,0.0,0.0,NN,0.002919617802063064,,0.054033487783624184,,0.0006102833370663758,,0.024703913395783587,,0.0037069303070646196,,0.06088456542560372,,0.003905947332510647,,0.06249757861318026,,0.027530923073450175,,0.2623737493387563,,0.007488702658687286,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,300.0,
"[30, 30, 30]",30_30_30,clean,0.0,0.0,NN_projection,0.0026772052265870315,,0.051741716502132315,,0.0002274537178314436,,0.015081568812011687,,0.001685279530642913,,0.04105215622403911,,0.0012982278586746174,,0.036030929195270796,,2.4313788871020305e-06,,1.2362191817559892e-09,,0.007880061177749906,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,300.0,
"[30, 30]",30_30,I_only,0.005,0.5,NN,0.0027913493786941457,3.608857517230721e-06,0.05283321181216284,3.415607031195404e-05,0.000395028588265884,2.305737107423376e-06,0.019875245943396586,5.7919684695814097e-05,0.003961815903567086,1.3100662824030823e-05,0.0629428757804831,0.00010408523712796611,0.003838517011736179,1.442679402543388e-05,0.06195566262573897,0.00011643991805051644,0.017858899147109343,2.2467373107204797e-05,0.19068302155683986,0.0001498046698942696,0.009212507107126565,4.4749270836662276e-05,0.0,0.0,0.0,0.0,0.001,0.0015672078199387574,0.0,0.0,0.001,0.0015672078199387574,0.0,0.0,0.0,0.0,0.39968278070243507,0.012777413773855254,0.0,0.0,300.0,0.0
"[30, 30]",30_30,I_only,0.005,0.5,NN_projection,0.0025631272598434863,3.0513920131769107e-06,0.05062732855866346,3.0137520331991926e-05,0.00021947304562489186,1.7237877320542771e-06,0.014814514439351615,5.810653676768215e-05,0.0017481238469030133,1.3225893271039344e-05,0.04181028700308378,0.00015810596971685414,0.0013135049178305562,1.2236762251134209e-05,0.03624193516116371,0.00016875271401109324,2.412259447991329e-06,2.8720172115761525e-09,1.757864798507557e-09,8.891795434723459e-11,0.009993890271648124,5.509103208877977e-05,0.0,0.0,0.0,0.0,0.001,0.0015672078199387574,0.0,0.0,0.001,0.0015672078199387574,0.0,0.0,0.0,0.0,0.39968278070243507,0.012777413773855254,0.0,0.0,300.0,0.0
"[30, 30]",30_30,I_only,0.01,1.0,NN,0.0027954907649054084,7.1777524392671085e-06,0.05287235938066535,6.788866409970083e-05,0.00039830542910159145,4.723898313869198e-06,0.019957259511868913,0.00011797358093688321,0.003964472188571716,2.6119659681042534e-05,0.06296372995865376,0.00020748688086288613,0.0038428111627648955,2.8719808351568385e-05,0.06199000053286452,0.00023169103826682858,0.017853184853374667,4.5472742409330404e-05,0.19072365101216987,0.00030286500051604465,0.009202848563985072,8.919426886622862e-05,0.0,0.0,0.0,0.0,0.002666666666666667,0.0031715106072916963,0.0,0.0,0.002666666666666667,0.0031715106072916963,0.0,0.0,0.0,0.0,0.7993655614048701,0.025554827547710508,0.0,0.0,300.0,0.0
"[30, 30]",30_30,I_only,0.01,1.0,NN_projection,0.00256740825759041,6.091839191425269e-06,0.05066956506535621,6.0119863106022225e-05,0.00022290183000928788,3.4772171024233398e-06,0.014929468097850087,0.00011613206893952694,0.0017507155852353243,2.6493169885172928e-05,0.04184041706055192,0.00031636992737570254,0.00131757751980001,2.4457645931282948e-05,0.03629696761870745,0.0003366420659089682,2.41296926983969e-06,5.73228029724923e-09,1.7868804826655786e-09,1.2684034836796423e-10,0.009981685541100078,0.0001104740253373131,0.0,0.0,0.0,0.0,0.002666666666666667,0.0031715106072916963,0.0,0.0,0.002666666666666667,0.0031715106072916963,0.0,0.0,0.0,0.0,0.7993655614048701,0.025554827547710508,0.0,0.0,300.0,0.0
"[30, 30]",30_30,I_only,0.02,2.0,NN,0.0028136936639048234,1.4295531361091787e-05,0.053044098672703564,0.0001347899157193216,0.00041248779762154304,9.9563155615827e-06,0.02030841063002401,0.0002433436034450479,0.003981471023529368,5.2058448069047816e-05,0.06309761610978522,0.000412775957508416,0.0038646993509595514,5.708060347286481e-05,0.062165094694281275,0.0004592357617129102,0.017843879212768605,9.039731647209963e-05,0.19087711678352973,0.0006142896274309937,0.00918806978981485,0.00017828822244291795,0.0,0.0,0.0,0.0,0.006333333333333334,0.003730700826248436,0.0,0.0,0.006333333333333334,0.003730700826248436,0.0,0.0,0.0,0.0,1.5987311228097403,0.051109655095421015,0.0,0.0,300.0,0.0
"[30, 30]",30_30,I_only,0.02,2.0,NN_projection,0.0025859262431796874,1.225482484627382e-05,0.05085186766264378,0.00012051818230045422,0.00023725933268522748,7.168893407786208e-06,0.015401575908510271,0.0002312260676059745,0.0017677489836528987,5.330386461367012e-05,0.04204007786459198,0.0006331515092160745,0.0013386249702123693,4.9013587668227727e-05,0.03658141461300501,0.0006689151655698692,2.4149326115359904e-06,1.1442259553478035e-08,1.7679329767070971e-09,1.4720828674965986e-10,0.00996172563074276,0.00022190237703135943,0.0,0.0,0.0,0.0,0.006333333333333334,0.003730700826248436,0.0,0.0,0.006333333333333334,0.003730700826248436,0.0,0.0,0.0,0.0,1.5987311228097403,0.051109655095421015,0.0,0.0,300.0,0.0
"[30, 30]",30_30,I_only,0.05,5.0,NN,0.002948367100535154,3.670243512128933e-05,0.05429786870373911,0.0003380357605863248,0.0005166399472778886,2.974476210295388e-05,0.02272113886088865,0.0006405557965788662,0.004126212200858955,0.00013019352540966577,0.06422798376699629,0.001014786513932429,0.004036612272793892,0.0001409701608460393,0.06352512953484808,0.0011098555499486013,0.01782853465407883,0.0002138341497030776,0.19173463661898396,0.0016388895362075976,0.009178281472897076,0.0004443856498491544,0.0,0.0,0.0,0.0,0.018833333333333334,0.007031674369909661,0.0,0.0,0.018833333333333334,0.007031674369909661,0.0,0.0,0.0,0.0,3.9968278070243506,0.12777413773855265,0.0,0.0,300.0,0.0
"[30, 30]",30_30,I_only,0.05,5.0,NN_projection,0.0027218584723919053,3.287239294315713e-05,0.05217053004800658,0.00031500526636799107,0.00034103166164673165,2.1303382256560738e-05,0.018458780950947003,0.0005666777155980025,0.0019138681438980853,0.00013751745206499856,0.043721009230609245,0.0015699466149375605,0.0015051355723059948,0.00012580003059401695,0.03876397781462606,0.0016188352840930118,2.424886567050998e-06,2.8413390946728745e-08,1.8095966564523144e-09,1.8980973056583815e-10,0.009942698800397439,0.0005586694990766954,0.0,0.0,0.0,0.0,0.018833333333333334,0.007031674369909661,0.0,0.0,0.018833333333333334,0.007031674369909661,0.0,0.0,0.0,0.0,3.9968278070243506,0.12777413773855265,0.0,0.0,300.0,0.0
"[30, 30]",30_30,I_only,0.1,10.0,NN,0.003445742128313408,8.427932368550885e-05,0.0586962882404103,0.0007166259481474056,0.0009078625012190648,8.298947578294437e-05,0.03010278475376967,0.0013317385895205167,0.004677137472445281,0.0002706474071731286,0.06836229865145169,0.0019824481237013837,0.004674815111430255,0.00028937105619121744,0.06834151188243141,0.002115821366885618,0.0179047553261339,0.00040658598982021076,0.19477426835945674,0.003532680463291506,0.009267460204266335,0.0008839433089959636,0.0,0.0,0.0,0.0,0.0375,0.010137937550497033,0.0,0.0,0.0375,0.010137937550497033,0.0,0.0,0.0,0.0,7.993655614048701,0.2555482754771053,0.0,0.0,300.0,0.0
"[30, 30]",30_30,I_only,0.1,10.0,NN_projection,0.003222489454838954,8.157838843725335e-05,0.05676267788181014,0.0007166108279624356,0.0007258407356613962,6.423963553235535e-05,0.02691756975168811,0.0011631057898220589,0.0024728178310984674,0.00030322612746423207,0.049638217969867324,0.0030547887986963353,0.002125280332742566,0.0002810125789078093,0.046004614778230514,0.0030531695091771814,2.4553437467769466e-06,5.607722980034844e-08,1.8123972596623888e-09,1.5466582477480616e-10,0.010041072085319354,0.0011198887627010923,0.0,0.0,0.0,0.0,0.0375,0.010137937550497033,0.0,0.0,0.0375,0.010137937550497033,0.0,0.0,0.0,0.0,7.993655614048701,0.2555482754771053,0.0,0.0,300.0,0.0
"[30, 30]",30_30,P_I_R,0.005,0.5,NN,0.0028063886080877676,9.910786944497439e-06,0.05297528008092456,9.351856199162824e-05,0.00041407294394820603,1.0319393535791259e-05,0.020347277322758796,0.00025391564896880747,0.003979462261201602,3.585218789784532e-05,0.06308237223926613,0.00028390856249966635,0.0038538227357019306,3.636144077354901e-05,0.062078510134720724,0.0002925660614681393,0.017862212823720813,8.396413912813453e-05,0.19074710937332254,0.0005429109004012364,0.009260439894750703,7.352145121277098e-05,0.0,0.0,0.0,0.0,0.0075,0.006105792475542053,0.003,0.002840805420755968,0.0001666666666666667,0.00074535599249993,0.004333333333333333,0.004060939308851518,0.39968278070243507,0.012777413773855254,0.39667287051054395,0.019435706768713267,0.4005584882920882,0.0189222755896494,300.0,0.0
"[30, 30]",30_30,P_I_R,0.005,0.5,NN_projection,0.002578038166596789,8.047840977800024e-06,0.0507743262237336,7.922733889881863e-05,0.0002384158539343396,9.414495414229586e-06,0.015437869062388115,0.00030444556491994793,0.0017732206104125,2.9056561254387967e-05,0.04210828824342384,0.00034438598485153507,0.0013346168457224335,2.9672756864577196e-05,0.03653026764269877,0.0004057373732242462,2.4107444125773133e-06,5.8952776395308035e-09,1.8702322454812657e-09,8.967923976722608e-11,0.010049997280653849,9.505807849603443e-05,0.0,0.0,0.0,0.0,0.0075,0.006105792475542053,0.003,0.002840805420755968,0.0001666666666666667,0.00074535599249993,0.004333333333333333,0.004060939308851518,0.39968278070243507,0.012777413773855254,0.39667287051054395,0.019435706768713267,0.4005584882920882,0.0189222755896494,300.0,0.0
"[30, 30]",30_30,P_I_R,0.01,1.0,NN,0.002840798339240869,2.0425423789911805e-05,0.05329881321184208,0.00019152971471408803,0.0004656055250665517,2.1357458207368602e-05,0.021572475291018346,0.0004961269839091671,0.004012136554610213,7.367135564032121e-05,0.06333890210306134,0.0005804127288529408,0.0038853345018584505,7.477284537518261e-05,0.06232972164824548,0.0005985078908943915,0.017873830965267495,0.00016852615259567872,0.1909747419341043,0.0010936481994184744,0.009302325345347324,0.00014990465147442255,0.0,0.0,0.0,0.0,0.01566666666666667,0.0046010423431299624,0.005,0.002961744388795462,0.0021666666666666666,0.002483866067901982,0.0085,0.00411458680324082,0.7993655614048701,0.025554827547710508,0.7933457410210879,0.038871413537426534,0.8011169765841764,0.0378445511792988,300.0,0.0
"[30, 30]",30_30,P_I_R,0.01,1.0,NN_projection,0.0026128283353134166,1.6667092907625988e-05,0.051115585801811525,0.00016294477934586632,0.0002919538918357497,1.9845757730840882e-05,0.01707730456579142,0.0005799823980535215,0.0018143708410995924,6.0461465470031445e-05,0.042589856876281744,0.0007070564314774519,0.001372460603012453,6.146781558493435e-05,0.03703794436400909,0.0008279844271484257,2.4104775798137697e-06,1.1716647534773161e-08,1.916800906381534e-09,1.5864930722769538e-10,0.01009828395055984,0.00019251738792540248,0.0,0.0,0.0,0.0,0.01566666666666667,0.0046010423431299624,0.005,0.002961744388795462,0.0021666666666666666,0.002483866067901982,0.0085,0.00411458680324082,0.7993655614048701,0.025554827547710508,0.7933457410210879,0.038871413537426534,0.8011169765841764,0.0378445511792988,300.0,0.0
"[30, 30]",30_30,P_I_R,0.02,2.0,NN,0.002965471532168954,4.3697334842859323e-05,0.05445474061512612,0.0004009944326793483,0.0006643503258618073,4.7044351389748386e-05,0.02575946730124804,0.0009177605568592965,0.004126629847128733,0.00015577956972302384,0.06422807016097114,0.0012073679620967792,0.003997563616311867,0.0001583760585500008,0.06321461143431248,0.0012466871978240447,0.01794070667946764,0.0003361793194210896,0.19187231654192105,0.0022753099925713234,0.009402644661712594,0.0003134832334009024,0.0,0.0,0.0,0.0,0.024666666666666667,0.005962847939999439,0.006333333333333334,0.00322635347182329,0.005666666666666667,0.0036031175584972075,0.013000000000000001,0.005913608055486779,1.5987311228097403,0.051109655095421015,1.5866914820421758,0.07774282707485307,1.6022339531683527,0.0756891023585976,300.0,0.0
"[30, 30]",30_30,P_I_R,0.02,2.0,NN_projection,0.0027394236325955115,3.6205254168001746e-05,0.05233841959275413,0.00034559959844457084,0.0005001150855862049,4.5097012968583956e-05,0.02234151279142444,0.0010114563636672758,0.0019494197759692747,0.0001311640440740614,0.044128859384807415,0.0014738225863271327,0.0014995462254426585,0.00013230153911758532,0.0386884641585012,0.0017010728809618739,2.4122480634117477e-06,2.3174010656994253e-08,1.89829945062393e-09,1.6510835681914186e-10,0.010213044157418416,0.0003972808485107216,0.0,0.0,0.0,0.0,0.024666666666666667,0.005962847939999439,0.006333333333333334,0.00322635347182329,0.005666666666666667,0.0036031175584972075,0.013000000000000001,0.005913608055486779,1.5987311228097403,0.051109655095421015,1.5866914820421758,0.07774282707485307,1.6022339531683527,0.0756891023585976,300.0,0.0
"[30, 30]",30_30,P_I_R,0.05,5.0,NN,0.003791734247735284,0.00013804395646849354,0.061567339862148095,0.0011224550320540307,0.002028952365239809,0.0001704079925931349,0.04500462126705629,0.0019293931002789797,0.004873482051890287,0.00045995561226822067,0.06973799581338705,0.0032596402485225743,0.004737436548645667,0.0004684998516931772,0.06875086891814694,0.0033646101902074805,0.0184801266317445,0.0008535282443504905,0.19830469855107097,0.006643053994327254,0.00984604051899569,0.0009233578936750535,0.0,0.0,0.0,0.0,0.06466666666666668,0.01432292563795572,0.016833333333333332,0.0067082039324993705,0.017,0.007246697170645461,0.03166666666666666,0.011055415967851335,3.9968278070243506,0.12777413773855265,3.96672870510544,0.19435706768713298,4.005584882920882,0.18922275589649407,300.0,0.0
"[30, 30]",30_30,P_I_R,0.05,5.0,NN_projection,0.003581553409860014,0.00012159323288599268,0.059837877322390834,0.0010166236225960402,0.0019363540479239165,0.00017069491450433328,0.04396187066934036,0.001975634521950817,0.0027910359924349375,0.00041887301582244107,0.052693716719156146,0.003894423916084324,0.0023066650695987385,0.00041657369033317425,0.0478455570375803,0.004288017743775714,2.4360059386060413e-06,5.651605876463449e-08,1.779497682813393e-09,2.161647402322784e-10,0.010718655335186449,0.0011185447643218913,0.0,0.0,0.0,0.0,0.06466666666666668,0.01432292563795572,0.016833333333333332,0.0067082039324993705,0.017,0.007246697170645461,0.03166666666666666,0.011055415967851335,3.9968278070243506,0.12777413773855265,3.96672870510544,0.19435706768713298,4.005584882920882,0.18922275589649407,300.0,0.0
